Username,Repository,Percentage,Hash,Timestamp,Language,Star_List
facebook,react,86.16157711635098,c2034716a5bff586ab68c41a14139a535cbd788e,2019-08-12T22:07:52Z,JavaScript,"['12-08-2019', 126245]"
facebook,react,87.45869134170522,9ae5e38f18b6e27dcddc7ecdfc38eefd678c095a,2019-07-24T23:06:39Z,JavaScript,"['24-07-2019', 125135]"
facebook,react,87.45147679324894,35d2b3bb5e01d8c388cb17a68608184dc7300892,2019-07-06T23:06:32Z,JavaScript,"['06-07-2019', 124085]"
facebook,react,85.07177033492823,689beef6f5d0adab166f5eb0aac59eba6100677a,2019-06-18T23:06:10Z,JavaScript,"['18-06-2019', 123114]"
facebook,react,85.08885298869144,88b39638206d71affb7ed796067b4f2124954c0a,2019-05-31T23:05:54Z,JavaScript,"['31-05-2019', 122022]"
facebook,react,84.7560975609756,05d08500b2d3bf7dbb68702068bade4f3dbcf8e4,2019-05-08T19:34:03Z,JavaScript,"['08-05-2019', 120380]"
facebook,react,84.44739682803288,3e2e930d62ac7166695e0c5b1538ebb7a41cd3da,2019-04-10T18:38:54Z,JavaScript,"['10-04-2019', 118446]"
facebook,react,85.14291017074981,daeda44d8f5abdb7354742bb69a967302d34d7f9,2019-03-19T21:00:00Z,JavaScript,"['19-03-2019', 116510]"
facebook,react,85.79025110782865,ba708fa79b3db6481b7886f9fdb6bb776d0c2fb9,2019-02-23T01:32:23Z,JavaScript,"['23-02-2019', 114708]"
facebook,react,88.63636363636364,9ff6132512c3efae2c5f9c76550c15d89588630c,2016-11-09T03:03:08Z,JavaScript,"['09-11-2016', 47766]"
facebook,react,87.24251846094053,547e059f0bc88e76cd738b01b76e777ff1b222a7,2019-01-07T16:35:14Z,JavaScript,"['07-01-2019', 110906]"
facebook,react,90.1079869600652,d14ba87b1bfed76900d6d25722f069003561e2e3,2018-11-29T20:11:03Z,JavaScript,"['29-11-2018', 108329]"
facebook,react,90.01948917837727,3ff2c7ccd4d174786aed0f16cc0dd784816ae977,2018-11-07T23:51:54Z,JavaScript,"['07-11-2018', 106643]"
facebook,react,90.02333074102877,9ea4bc6ed607b0bbd2cff7bbdd4608db99490a5f,2018-10-14T14:40:22Z,JavaScript,"['14-10-2018', 104785]"
facebook,react,89.63623884694577,2f54a0467b8b73dd14281bad8796c859ceaaef19,2018-09-15T15:23:52Z,JavaScript,"['15-09-2018', 102971]"
facebook,react,90.19700365695412,2967ebdbeabde4aab37b45946b891170c7670164,2018-08-28T17:22:12Z,JavaScript,"['28-08-2018', 101493]"
facebook,react,90.44339736619548,43a137d9c13064b530d95ba51138ec1607de2c99,2018-08-05T14:34:19Z,JavaScript,"['05-08-2018', 99764]"
facebook,react,90.54215428707906,ebbd2214326ca6a5f24f46ea7eaffc6cfabbbe1c,2018-07-06T23:14:17Z,JavaScript,"['06-07-2018', 97376]"
facebook,react,90.53290766208252,392530104c00c25074ce38e1f7e1dd363018c7ce,2018-06-11T23:36:38Z,JavaScript,"['11-06-2018', 90005]"
facebook,react,90.22841089532186,c0fe8d6f6942f5cbc93c09825e803ba8cf950522,2018-05-18T22:10:32Z,JavaScript,"['18-05-2018', 88106]"
facebook,react,90.01897533206831,5dcf93d146ccde90af2c442d6cb32b29efddb46b,2018-04-22T12:44:50Z,JavaScript,"['22-04-2018', 86169]"
facebook,react,90.01262626262626,59b39056d91787f6a3e4e0dfc0825c8687bd0af9,2018-03-29T22:32:23Z,JavaScript,"['29-03-2018', 84152]"
facebook,react,89.89606630706486,2cf9063318014dcc9a4839bb15ebb89a55198fce,2018-02-28T18:22:23Z,JavaScript,"['28-02-2018', 81591]"
facebook,react,89.84723536568879,dc271876a225d6efc7f13c07f82aba6cba2f39c7,2018-02-04T16:59:15Z,JavaScript,"['04-02-2018', 79866]"
facebook,react,87.97387476927446,45019963980e5175a20ba555108beabeefd52976,2018-01-10T23:59:29Z,JavaScript,"['10-01-2018', 77773]"
facebook,react,86.61831626848692,9cccde927f2029739e058d6977e6858957395c7d,2017-12-07T22:55:27Z,JavaScript,"['07-12-2017', 75443]"
facebook,react,87.05811863391253,01a867b3eac894fbc2f8e22d200148bbe6e809a6,2017-11-18T13:58:21Z,JavaScript,"['18-11-2017', 74011]"
facebook,react,87.31925517528347,177cd8525348c83a89962c426fa482b5c8ca4f39,2017-10-28T18:04:21Z,JavaScript,"['28-10-2017', 72350]"
facebook,react,89.11074740861974,4131af3e4bf52f3a003537ec95a1655147c81270,2017-10-07T02:58:48Z,JavaScript,"['07-10-2017', 70388]"
facebook,react,91.02154828411813,b5ac963fb791d1298e7f396236383bc955f916c1,2017-09-14T22:33:54Z,JavaScript,"['14-09-2017', 68438]"
facebook,react,90.8553629901765,be9d982e8f7c56a477918f01735036a84e1c3efe,2017-08-25T23:00:38Z,JavaScript,"['25-08-2017', 67056]"
facebook,react,90.39325399952716,c748e84732a832f20dbdd1afaf710f723f5c5b8b,2017-08-04T22:34:46Z,JavaScript,"['04-08-2017', 65655]"
facebook,react,78.13523248199083,3b43f3190bbcc5d4cfe77dbc665e03b7b95d35b2,2017-07-12T23:37:02Z,JavaScript,"['12-07-2017', 63801]"
facebook,react,79.55750745773948,8e251c5416b58fee3a45d39948a6288dd5d2129c,2017-06-21T18:19:08Z,JavaScript,"['21-06-2017', 62276]"
facebook,react,85.48367952522256,78fc25f25181b33cbc92ee76cf238adb7f146d80,2017-05-31T23:08:00Z,JavaScript,"['31-05-2017', 60866]"
facebook,react,84.73443545550475,2bbe02456bd39cb0216951de12b20e99a65781ed,2017-05-09T23:53:39Z,JavaScript,"['09-05-2017', 59419]"
facebook,react,80.96563723357981,10eaf26809bdb1874e14f0879190c356937c2e3e,2017-04-18T21:05:49Z,JavaScript,"['18-04-2017', 57899]"
facebook,react,81.46577317838663,cb585229bcc76ce35ea6d068c2510a86438798ea,2017-03-25T05:32:57Z,JavaScript,"['25-03-2017', 56276]"
facebook,react,81.16052520118593,0b06b0b35e1fda7ada56ae6ee43090840ff80fca,2017-03-06T22:59:55Z,JavaScript,"['06-03-2017', 54870]"
facebook,react,81.14910605797604,869c7798611ac17634e0a4cde71b4322dce20b87,2017-02-09T23:45:30Z,JavaScript,"['09-02-2017', 53085]"
facebook,react,82.3308941638408,16abcef9375bac326100c7e69d1ebced76d624f6,2017-01-17T23:46:36Z,JavaScript,"['17-01-2017', 51684]"
facebook,react,82.52214409642956,6e47f43e89a953ce050c6de01d599768812f83c1,2016-12-22T21:36:44Z,JavaScript,"['22-12-2016', 50235]"
facebook,react,85.27968596663395,19f37e08eebc65c6d69dd35c2f48386f925d9fd4,2016-12-03T20:41:10Z,JavaScript,"['03-12-2016', 49165]"
facebook,react,88.76892135069335,137029be31dcb5e8ad1e0763ce96e17b8d98860a,2016-11-14T19:59:33Z,JavaScript,"['14-11-2016', 48034]"
facebook,react,88.48920863309353,19fa2ff40809901bbae2cd6b01996d1996fc3330,2016-10-26T23:49:48Z,JavaScript,"['26-10-2016', 46839]"
facebook,react,87.85755983654407,5dc5e165f47cba80a7470161eff6b9ca5dfbae87,2016-10-05T23:59:11Z,JavaScript,"['05-10-2016', 45436]"
facebook,react,87.31828389079305,b3886c852429e54d9ca156107bf0966c03700d5e,2016-09-12T23:01:49Z,JavaScript,"['12-09-2016', 43480]"
facebook,react,89.0479704797048,e04a1386347767f0bac60c00fe8a1a2244799c5f,2016-03-17T15:51:10Z,JavaScript,"['17-03-2016', 33801]"
facebook,react,86.95195589393542,ed40119db81e0e29dc4681add0ecbe84ee7f077b,2016-01-27T19:49:37Z,JavaScript,"['27-01-2016', 31227]"
facebook,react,87.11882229232387,bae0f195437a3c0441626deb5547395d22af6752,2015-12-22T23:55:18Z,JavaScript,"['22-12-2015', 29389]"
vuejs,vue,97.39,6aa11872c88481dfa2da151536317176c48f226c,2022-02-22T18:38:12Z,TypeScript,"['22-02-2022', 187398]"
vuejs,vue,97.38,70f497e2e1651f78c5189a05144ed8b1659a1826,2020-11-21T10:00:43Z,TypeScript,"['21-11-2020', 167310]"
vuejs,vue,97.38,ef56410a2ca19641bd96bbc04056219fbc0bcb3e,2020-08-26T13:19:29Z,TypeScript,"['26-08-2020', 162312]"
vuejs,vue,97.38,98b4d683f578bb09c4e56f35048e49441c590a41,2020-06-03T20:26:10Z,TypeScript,"['03-06-2020', 156566]"
vuejs,vue,97.38,53963424f9703a38b52e712a273923e4462fa5d0,2020-03-31T15:54:03Z,TypeScript,"['31-03-2020', 151585]"
vuejs,vue,97.38,841bb084ca288e142b1958346bb1182bf6f0a564,2020-02-06T16:22:26Z,TypeScript,"['06-02-2020', 147535]"
vuejs,vue,97.38,6b4c0f9c89899f89a3ef258fb0599d78bef65664,2019-12-05T13:42:47.626258Z,TypeScript,"['05-12-2019', 144191]"
vuejs,vue,97.38,e8ca21ff1d7af92649902952c97418ad3ffd014f,2019-10-07T14:49:43Z,TypeScript,"['07-10-2019', 139971]"
vuejs,vue,97.38,369dbe711a037b04612bca2f2e961282bdbb9153,2019-08-12T08:05:31Z,TypeScript,"['12-08-2019', 136346]"
vuejs,vue,97.38,f64765fa03c1eb1d37f3301ea5beb4d18e57158a,2019-06-04T09:51:19Z,TypeScript,"['04-06-2019', 130784]"
vuejs,vue,97.38,f0b9c923786e1e35e4586502d21cc2f804c9489d,2019-04-28T01:39:43Z,TypeScript,"['28-04-2019', 127399]"
vuejs,vue,97.37,43115e09e98d484a35f7c12249396b6d5d66c7ff,2019-03-14T09:02:03Z,TypeScript,"['14-03-2019', 121256]"
vuejs,vue,97.37,d123c7e4c67cb17c265f3a4f741fae71b69f5dc9,2019-03-01T15:03:38Z,TypeScript,"['01-03-2019', 119822]"
vuejs,vue,97.31,0bad7e2a3508b55abaa8aec2a1bd9c1127305cb4,2019-02-09T06:16:41Z,TypeScript,"['09-02-2019', 117908]"
vuejs,vue,97.27,9b33f206f82a9fcea6e78de37e7624cd4b7431b8,2019-02-02T15:53:46Z,TypeScript,"['02-02-2019', 117428]"
vuejs,vue,97.34,770c6ed64f8be3edc4175d431fc67ba140bf5b97,2019-01-24T20:47:58Z,TypeScript,"['24-01-2019', 116601]"
vuejs,vue,97.38,aef5b4e47811cb842315bd27d6919650da45279b,2019-01-12T07:07:17Z,TypeScript,"['12-01-2019', 115290]"
vuejs,vue,97.84,c117e8f25efeaa46565e7bb7e3c055d48f7f5117,2019-01-03T15:18:47Z,TypeScript,"['03-01-2019', 114366]"
vuejs,vue,97.84,38e967b8067441ff37cb3b923200023a6b842759,2018-12-12T16:41:45Z,TypeScript,"['12-12-2018', 112472]"
vuejs,vue,99.95,93850f49e31559c78dc91f5df9e756f424ba910a,2018-12-04T16:00:09Z,TypeScript,"['04-12-2018', 111641]"
vuejs,vue,99.95,1762a66204d4856e0725f09f12e4da16f403bf09,2018-11-19T05:22:21Z,TypeScript,"['19-11-2018', 110061]"
vuejs,vue,100.0,1e1ce0cac7d6c22c980021cbd3cb207a47e85dfb,2018-09-09T21:28:20Z,TypeScript,"['09-09-2018', 104017]"
vuejs,vue,100.0,25a688ee314d82b584ef0f192d4016b75664a616,2018-08-13T21:48:11Z,TypeScript,"['13-08-2018', 101389]"
vuejs,vue,100.0,0e5306658ad7b83c553a6a3eeedb15f9066ab063,2018-07-05T15:13:57Z,TypeScript,"['05-07-2018', 97123]"
vuejs,vue,100.0,1abb944a71c13542a7203ac6beccb89def641a37,2018-04-26T12:14:16Z,TypeScript,"['26-04-2018', 83551]"
vuejs,vue,100.0,ae6dcd63a017059644502f8741d8a514f3e9cf84,2018-04-05T00:08:12Z,TypeScript,"['05-04-2018', 80973]"
vuejs,vue,100.0,25342194016dc3bcc81cb3e8e229b0fb7ba1d1d6,2018-03-13T22:14:20Z,TypeScript,"['13-03-2018', 78214]"
vuejs,vue,99.98,1c0b4af5fd2f9e8173b8f4718018ee80a6313872,2018-03-07T22:44:55Z,TypeScript,"['07-03-2018', 77425]"
vuejs,vue,100.0,2d168f1ba11d77cb2f2caa3356de86e99aba8da6,2018-02-03T19:02:25Z,TypeScript,"['03-02-2018', 74309]"
vuejs,vue,100.0,5191f13472d1fc37bdd601079970201fde6bf13e,2018-01-05T22:45:59Z,TypeScript,"['05-01-2018', 70780]"
vuejs,vue,100.0,44420b7bbcd9f6f4b0df3263e19ad19a974fa7f1,2017-12-24T17:28:28Z,TypeScript,"['24-12-2017', 69712]"
vuejs,vue,100.0,8be29e2f193c9503aed2e76e3775e157dbebb576,2017-12-16T20:47:44Z,TypeScript,"['16-12-2017', 69081]"
vuejs,vue,100.0,bd4819e6cf1c8d70d25aba2636e01f40faf59443,2017-12-06T14:11:49Z,TypeScript,"['06-12-2017', 68125]"
vuejs,vue,99.58,a616b72352ff98c7248ad60e5052f1f072d70175,2017-11-27T22:49:20Z,TypeScript,"['27-11-2017', 67297]"
vuejs,vue,100.0,b2781205b0271a9b59afe0c816b41c6dbe85f0a3,2017-11-18T19:44:01Z,TypeScript,"['18-11-2017', 66471]"
vuejs,vue,100.0,267ada04e8dd66f5c159dd6ba1b9f88fbbe78676,2017-11-06T21:34:22Z,TypeScript,"['06-11-2017', 65257]"
vuejs,vue,100.0,d1d8b58ab6a0b0698a86aff716c0fd94b7cdd654,2017-10-28T12:26:40Z,TypeScript,"['28-10-2017', 64451]"
vuejs,vue,100.0,9caed00d20f37c750e39db4ec86d278b453f0e5d,2017-10-15T18:26:08Z,TypeScript,"['15-10-2017', 62848]"
vuejs,vue,100.0,96b97448118de0939bf5f77c9b74cf1613a5a107,2017-10-08T03:23:19Z,TypeScript,"['08-10-2017', 61962]"
vuejs,vue,100.0,a5e5b31455e0d64f834dd691b7488e0e105d32c3,2017-10-02T22:14:41Z,TypeScript,"['02-10-2017', 61629]"
vuejs,vue,99.92,1e41d5143f63bfbee820e8623defc4f4ad294aea,2017-09-19T10:29:26Z,TypeScript,"['19-09-2017', 60283]"
vuejs,vue,100.0,88487dbaf3af2e3c8c28ce7015dffc07df2128c1,2017-09-11T17:16:34Z,TypeScript,"['11-09-2017', 59297]"
vuejs,vue,100.0,230c6ae7822347b9b2a659503291e45fcc58fe41,2017-09-04T16:50:57Z,TypeScript,"['04-09-2017', 58551]"
vuejs,vue,100.0,0cc8c27a3543b63677f1ac947d404bcda47b26e2,2017-08-03T01:13:29Z,TypeScript,"['03-08-2017', 55434]"
vuejs,vue,100.0,381b48503aae796c5c21c318cae8b0a8322dde35,2017-07-13T06:40:23Z,TypeScript,"['13-07-2017', 53196]"
vuejs,vue,99.2,8ff77a243cae0627a651fe852a6c07f7bcfce2a3,2017-07-01T13:36:23Z,TypeScript,"['01-07-2017', 51888]"
vuejs,vue,99.3,9831b403cf0506a873f03cc008e9debe6ef1f137,2017-06-14T13:37:26Z,TypeScript,"['14-06-2017', 50311]"
vuejs,vue,100.0,f97ebd6aa5df6c4aca36e82c3773aa8cc8708167,2017-06-02T03:36:26Z,TypeScript,"['02-06-2017', 49156]"
vuejs,vue,100.0,f3757eb37bfe38cb2e8d87983a1f83d31ea9d30a,2017-05-22T09:47:55Z,TypeScript,"['22-05-2017', 48174]"
vuejs,vue,100.0,8d56a498f3d95660e2cafff4ed3c1e1da23494d1,2017-05-09T16:57:08Z,TypeScript,"['09-05-2017', 46911]"
trekhleb,javascript-algorithms,100.0,76617fa83ac9a8519f20c7a9c938e2d8ef2fd512,2023-07-21T18:09:20.234707Z,JavaScript,"['21-07-2023', 170949]"
trekhleb,javascript-algorithms,100.0,1d6249d552240794c4ea66e97cd91ae5b062392e,2023-01-27T07:08:23.831052Z,JavaScript,"['27-01-2023', 158533]"
trekhleb,javascript-algorithms,100.0,22cd6b78b3d78eed63ca8f2136d58b34122ac5ac,2022-10-27T19:59:04.358599Z,JavaScript,"['27-10-2022', 149981]"
trekhleb,javascript-algorithms,100.0,ad2f49af381e8ae9c8403b7d8d0244b260f09cc1,2022-08-12T19:00:32.388382Z,JavaScript,"['12-08-2022', 143617]"
trekhleb,javascript-algorithms,100.0,1c9061c03a64a5d41c3a5db3eb4b4c94ba50e343,2022-03-04T12:50:52Z,JavaScript,"['04-03-2022', 131759]"
trekhleb,javascript-algorithms,100.0,d0576a2594f843cae01abfdb9a2aa08663bdee54,2021-10-18T16:02:40Z,JavaScript,"['18-10-2021', 117821]"
trekhleb,javascript-algorithms,100.0,6d2d8c9379873d0da2b1262a14dd26d0f9779522,2021-05-18T06:44:13Z,JavaScript,"['18-05-2021', 102206]"
trekhleb,javascript-algorithms,100.0,628a916595e008e31a6ccf7bb7a9ce0429855ae8,2021-04-06T21:03:36.523205Z,JavaScript,"['06-04-2021', 97428]"
trekhleb,javascript-algorithms,100.0,71962a120e0a5e47bf0567b996bb93227ca3ee74,2021-02-24T08:23:25Z,JavaScript,"['24-02-2021', 92636]"
trekhleb,javascript-algorithms,100.0,a26b5531be8603e04aa1aa85a0b4903dad6589a8,2021-02-05T04:07:07Z,JavaScript,"['05-02-2021', 90407]"
trekhleb,javascript-algorithms,100.0,f0f1d05a61d0e4160fe89aaa739d29bab7fea50b,2020-12-31T05:06:05.749604Z,JavaScript,"['31-12-2020', 86354]"
trekhleb,javascript-algorithms,100.0,4437222d04f32099bfb3a744b40220f86a430c21,2020-12-17T15:27:47.741367Z,JavaScript,"['17-12-2020', 85187]"
trekhleb,javascript-algorithms,100.0,3f1f39c8de9e1dc83b6f67f2f872d70467a14406,2020-12-03T14:49:29Z,JavaScript,"['03-12-2020', 82409]"
trekhleb,javascript-algorithms,100.0,b04e86c7a1784ab3316117a512917bccc9e4d5bf,2020-10-27T04:26:02Z,JavaScript,"['27-10-2020', 78241]"
trekhleb,javascript-algorithms,0.0,1718c91ed6387735a3da796c8ff412ab777ae5ca,2020-10-02T08:47:21Z,JavaScript,"['02-10-2020', 77315]"
trekhleb,javascript-algorithms,0.0,52d42cf70c47cf41c8e84a68ed02dd39bffab9f4,2020-09-03T02:22:21Z,JavaScript,"['03-09-2020', 75519]"
trekhleb,javascript-algorithms,0.0,9af617a1b8c27e873f62ef1510a18cd3e32fbf77,2020-08-01T10:27:24Z,JavaScript,"['01-08-2020', 71969]"
trekhleb,javascript-algorithms,100.0,503a76d0ae62ffaa5715db3b4fe8aa5946873b08,2020-07-06T20:39:50Z,JavaScript,"['06-07-2020', 69836]"
trekhleb,javascript-algorithms,100.0,ddcd71b519675778a305bba51ff057f6f6e0ca67,2020-05-12T11:55:44Z,JavaScript,"['12-05-2020', 65765]"
trekhleb,javascript-algorithms,100.0,760eb817610d3cc2a16d15c30f15c3f9588ac317,2020-02-07T04:35:27Z,JavaScript,"['07-02-2020', 57637]"
trekhleb,javascript-algorithms,100.0,d3848e69984e72924f94d1a9ff0d567aa894269a,2020-01-07T04:54:09.795301Z,JavaScript,"['07-01-2020', 55780]"
trekhleb,javascript-algorithms,100.0,ba2d8dc4a8e27659c1420fe52390cb7981df4a94,2019-12-07T21:31:52.124501Z,JavaScript,"['07-12-2019', 53275]"
trekhleb,javascript-algorithms,100.0,4a7ca9381a3ea5e53d3ea8f8c54855c05b34d99a,2019-10-20T13:34:28Z,JavaScript,"['20-10-2019', 51371]"
trekhleb,javascript-algorithms,100.0,a902114629500031348cd17836b38767adecc8d2,2019-09-27T10:31:02Z,JavaScript,"['27-09-2019', 50564]"
trekhleb,javascript-algorithms,100.0,8eafc6a7b6f81fb59229942c7528d54359b91f3d,2019-07-22T06:40:19Z,JavaScript,"['22-07-2019', 47833]"
